Date_operation,Entrée,Sortie,Stock
2023-10-20,37.16,26.13,3871.66
2023-10-21,62.45,57.1,3877.01
2023-10-22,82.36,68.08,3891.29
2023-10-23,80.32,67.95,3903.66
2023-10-24,102.93,83.66,3922.93
2023-10-25,71.61,59.2,3935.34
2023-10-26,48.84,34.82,3949.36
2023-10-27,40.67,37.38,3952.65
2023-10-28,55.3,46.27,3961.67
2023-10-29,66.58,55.44,3972.82
2023-10-30,78.46,65.23,3986.04
2023-10-31,54.25,49.54,3990.74
2023-11-01,61.47,55.33,3996.88
2023-11-02,49.41,39.0,4007.29
2023-11-03,77.51,63.63,4021.18
2023-11-04,49.62,38.14,4032.65
2023-11-05,67.38,64.96,4035.08
2023-11-06,72.89,64.02,4043.95
2023-11-07,88.98,79.96,4052.98
2023-11-08,83.19,79.6,4056.57
2023-11-09,77.14,67.36,4066.34
2023-11-10,37.02,33.08,4070.29
2023-11-11,73.22,59.61,4083.9
2023-11-12,88.72,73.9,4098.72
2023-11-13,80.55,66.71,4112.56
2023-11-14,89.07,76.66,4124.96
2023-11-15,60.78,49.11,4136.63
2023-11-16,70.25,66.76,4140.12
2023-11-17,55.32,44.5,4150.94
2023-11-18,78.35,65.45,4163.84
2023-11-19,60.55,57.78,4166.62
2023-11-20,81.4,66.97,4181.05
2023-11-21,79.25,67.22,4193.09
2023-11-22,74.51,59.86,4207.73
2023-11-23,99.35,91.83,4215.25
2023-11-24,70.75,57.83,4228.16
2023-11-25,69.92,69.13,4228.96
2023-11-26,88.24,79.61,4237.59
2023-11-27,82.47,74.76,4245.29
2023-11-28,89.08,87.28,4247.09
2023-11-29,75.1,64.97,4257.22
2023-11-30,72.87,60.95,4269.15
2023-12-01,76.93,61.33,4284.74
2023-12-02,50.81,35.56,4299.99
2023-12-03,95.28,86.85,4308.42
2023-12-04,76.65,66.01,4319.07
2023-12-05,108.67,97.67,4330.08
2023-12-06,49.52,41.69,4337.91
2023-12-07,94.78,78.71,4353.98
2023-12-08,56.36,49.12,4361.23
2023-12-09,89.45,79.09,4371.58
2023-12-10,88.08,81.89,4377.77
2023-12-11,68.78,66.8,4379.76
2023-12-12,78.98,70.22,4388.52
2023-12-13,82.59,65.98,4405.13
2023-12-14,77.28,69.57,4412.84
2023-12-15,94.36,77.83,4429.38
2023-12-16,76.24,65.15,4440.46
2023-12-17,80.85,76.08,4445.23
2023-12-18,108.48,90.03,4463.69
2023-12-19,95.5,93.28,4465.91
2023-12-20,122.23,103.54,4484.61
2023-12-21,77.1,68.52,4493.19
2023-12-22,71.95,66.37,4498.77
2023-12-23,115.6,99.85,4514.52
2023-12-24,79.35,67.89,4525.98
2023-12-25,111.2,104.08,4533.1
2023-12-26,73.39,72.07,4534.41
2023-12-27,95.54,79.07,4550.89
2023-12-28,86.83,75.42,4562.3
2023-12-29,80.82,74.21,4568.91
2023-12-30,86.19,74.28,4580.82
2023-12-31,55.69,51.26,4585.25
